Age_;Gender_;Continent_;self_employed;family_history;work_interfere;no_employees;remote_work;tech_company;benefits;care_options;wellness_program;seek_help;anonymity;leave;mental_health_consequence;phys_health_consequence;coworkers;supervisor;mental_health_interview;phys_health_interview;mental_vs_physical;obs_consequence;treatment
28|-38;M;Europe;No;No;Sometimes;26-100;No;Yes;Don t know;Not sure;Don t know;Don t know;Don t know;Don t know;Yes;Yes;Some of them;No;No;No;No;No;No
28|-38;M;North America;No;Yes;NA;500-1000;No;No;Yes;Yes;No;No;Yes;Very easy;Maybe;No;No;No;No;No;No;No;No
28|-38;M;North America;No;No;Never;500-1000;Yes;Yes;Yes;No;Yes;Don t know;Don t know;Don t know;Maybe;No;Some of them;Yes;No;No;Yes;Yes;No
28|-38;F;North America;Yes;Yes;Rarely;01/mai;Yes;Yes;No;Yes;No;No;Yes;Somewhat easy;Yes;Maybe;Some of them;Some of them;Maybe;Maybe;Don t know;Yes;Yes
28|-38;M;North America;No;Yes;Sometimes;26-100;Yes;Yes;Don t know;No;No;No;Don t know;Somewhat easy;Maybe;No;Some of them;Some of them;No;Maybe;No;No;No
28|-38;F;North America;No;Yes;Sometimes;26-100;Yes;Yes;Yes;Yes;No;Don t know;Don t know;Don t know;Yes;Maybe;No;No;No;Maybe;Don t know;No;Yes
28|-38;M;Europe;No;No;NA;jun/25;No;Yes;Don t know;No;No;No;Yes;Very easy;No;No;Yes;Yes;Maybe;Maybe;Yes;No;No
28|-38;M;North America;No;No;Sometimes;100-500;No;Yes;Yes;No;No;Yes;Yes;Very easy;No;No;No;Yes;No;No;Yes;No;Yes
28|-38;M;Europe;No;No;NA;jun/25;Yes;Yes;No;Not sure;No;No;Don t know;Don t know;Maybe;No;Some of them;No;Maybe;Yes;Don t know;No;No
28|-38;M;Europe;No;Yes;Sometimes;jun/25;No;Yes;No;No;No;No;Yes;Somewhat easy;Maybe;No;Some of them;Yes;No;Maybe;Yes;No;No
28|-38;M;Europe;Yes;No;Never;01/mai;Yes;Yes;Don t know;Not sure;Don t know;Don t know;Don t know;Very easy;Yes;Yes;Some of them;Some of them;No;No;Don t know;No;No
28|-38;M;Europe;No;No;Never;26-100;Yes;Yes;Don t know;No;No;No;Don t know;Somewhat easy;No;No;Some of them;Yes;No;Yes;Don t know;No;No
38|-48;M;Europe;No;No;NA;100-500;No;Yes;No;Yes;No;No;Don t know;Somewhat easy;Maybe;No;Some of them;Some of them;No;Maybe;No;No;No
38|-48;F;North America;No;Yes;Sometimes;26-100;No;Yes;Yes;Yes;No;Yes;Yes;Somewhat easy;No;No;Some of them;Yes;No;No;Yes;No;Yes
38|-48;M;Europe;No;No;NA;26-100;No;Yes;No;No;No;Don t know;Yes;Somewhat easy;No;No;Some of them;Yes;Maybe;Yes;Yes;No;No
38|-48;M;North America;No;Yes;Sometimes;100-500;Yes;Yes;Yes;Yes;No;Yes;Don t know;Don t know;No;No;Yes;Some of them;Maybe;Maybe;Yes;No;No
38|-48;M;North America;No;No;NA;26-100;Yes;Yes;No;Yes;No;No;Yes;Somewhat easy;No;No;Yes;Yes;Maybe;Yes;No;No;No
38|-48;M;North America;No;Yes;Sometimes;100-500;No;Yes;Don t know;No;Don t know;Don t know;Don t know;Don t know;Maybe;No;Some of them;Yes;No;No;Don t know;No;Yes
38|-48;F;Africa;Yes;Yes;Often;01/mai;Yes;Yes;No;Yes;No;No;Yes;Somewhat easy;Maybe;Maybe;Some of them;Some of them;No;Maybe;Don t know;Yes;Yes
38|-48;M;Europe;No;No;Sometimes;More than 1000;No;No;Don t know;Not sure;Don t know;Don t know;Don t know;Very difficult;Yes;No;No;No;No;Maybe;No;No;Yes
38|-48;M;North America;No;No;Sometimes;26-100;Yes;Yes;Don t know;Not sure;No;Don t know;Don t know;Don t know;Maybe;Maybe;Some of them;Yes;No;Maybe;No;No;No
38|-48;M;North America;No;No;Rarely;26-100;Yes;Yes;Yes;No;No;No;Don t know;Don t know;Yes;No;No;No;No;Maybe;No;No;Yes
38|-48;F;North America;No;No;Sometimes;01/mai;No;Yes;No;Yes;No;No;Don t know;Don t know;No;Maybe;Some of them;No;No;No;Don t know;Yes;Yes
38|-48;M;Europe;Yes;No;Sometimes;26-100;Yes;Yes;No;No;No;No;Yes;Somewhat easy;Maybe;Maybe;Some of them;Yes;No;Maybe;Yes;No;Yes
38|-48;F;North America;No;No;NA;26-100;No;Yes;Yes;Yes;No;No;Yes;Don t know;Maybe;Maybe;No;No;No;No;No;No;Yes
38|-48;M;North America;No;Yes;Sometimes;More than 1000;No;Yes;Yes;Not sure;Yes;Yes;Yes;Don t know;Yes;No;No;No;No;No;No;No;Yes
38|-48;F;North America;No;Yes;Sometimes;More than 1000;No;No;Yes;Yes;Yes;Yes;Yes;Very easy;Maybe;No;Yes;Yes;No;No;No;Yes;Yes
38|-48;M;North America;No;Yes;Sometimes;100-500;No;Yes;Don t know;No;No;No;Don t know;Don t know;Maybe;Maybe;Some of them;No;No;No;Don t know;No;Yes
38|-48;M;Europe;No;Yes;Often;26-100;Yes;Yes;No;Not sure;No;Don t know;Don t know;Don t know;Maybe;Maybe;Some of them;Some of them;Maybe;Maybe;Don t know;No;No
38|-48;M;North America;No;No;Sometimes;More than 1000;No;No;Yes;Yes;Yes;Yes;Don t know;Don t know;No;No;Some of them;Yes;No;No;Don t know;No;Yes
38|-48;F;North America;No;Yes;Sometimes;26-100;No;No;Yes;Not sure;No;Don t know;Don t know;Don t know;Maybe;No;No;No;No;No;Don t know;No;Yes
38|-48;M;Europe;No;Yes;Sometimes;01/mai;No;Yes;No;No;No;No;No;Very difficult;Yes;Yes;No;No;No;No;No;No;Yes
38|-48;M;North America;No;No;Never;26-100;No;Yes;Yes;Yes;No;No;Don t know;Somewhat easy;Maybe;No;Some of them;Yes;No;Maybe;No;Yes;No
38|-48;M;North America;No;No;Never;More than 1000;Yes;Yes;No;Yes;No;No;No;Very difficult;Yes;Yes;No;No;No;No;Don t know;No;No
38|-48;M;Europe;No;Yes;NA;500-1000;No;No;Yes;Yes;Yes;Yes;Don t know;Somewhat easy;No;No;Some of them;Yes;No;Maybe;No;No;No
38|-48;M;North America;No;Yes;Sometimes;100-500;No;Yes;No;Not sure;No;No;Don t know;Very difficult;Yes;Yes;No;Some of them;No;Maybe;No;No;Yes
38|-48;M;Europe;Yes;Yes;Rarely;01/mai;Yes;No;No;No;No;No;Yes;Very difficult;Maybe;No;No;No;No;No;No;No;Yes
38|-48;M;North America;No;No;NA;jun/25;No;Yes;No;No;No;No;Yes;Don t know;Maybe;No;Some of them;Yes;Maybe;Maybe;Don t know;No;No
38|-48;M;North America;No;No;Never;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Somewhat easy;Maybe;Maybe;Some of them;Some of them;No;Maybe;No;Yes;No
38|-48;M;Europe;No;No;NA;01/mai;Yes;Yes;No;No;No;No;Yes;Somewhat easy;No;No;Some of them;Yes;No;No;Don t know;No;No
38|-48;M;North America;No;Yes;Sometimes;100-500;Yes;No;Yes;Yes;No;Yes;Yes;Very easy;No;No;Yes;Yes;Yes;Yes;Don t know;No;Yes
38|-48;F;North America;No;Yes;Sometimes;26-100;Yes;Yes;Don t know;Not sure;Don t know;Don t know;Don t know;Don t know;No;No;Some of them;Yes;No;No;Don t know;No;No
38|-48;M;North America;No;Yes;Never;More than 1000;No;No;Yes;Not sure;Yes;Yes;Don t know;Don t know;Yes;Maybe;Some of them;No;No;No;No;No;No
38|-48;M;North America;No;Yes;Rarely;More than 1000;No;No;Yes;Yes;Yes;Yes;Yes;Somewhat easy;Yes;No;No;Yes;No;Yes;Don t know;No;Yes
38|-48;M;Europe;No;Yes;Sometimes;01/mai;No;Yes;No;Not sure;Don t know;Don t know;Don t know;Very easy;No;No;Some of them;Yes;Maybe;Yes;Don t know;No;Yes
38|-48;M;North America;No;Yes;Rarely;100-500;No;Yes;Don t know;Not sure;No;Don t know;Don t know;Don t know;No;No;Yes;Yes;No;Maybe;No;No;Yes
38|-48;M;North America;No;Yes;NA;jun/25;No;Yes;Don t know;No;No;No;Don t know;Somewhat difficult;No;No;Some of them;Yes;No;No;Don t know;Yes;No
38|-48;M;North America;No;Yes;Sometimes;More than 1000;No;No;Yes;Yes;Yes;Yes;Yes;Don t know;Maybe;No;Some of them;No;No;Maybe;No;Yes;Yes
38|-48;M;North America;No;Yes;Sometimes;26-100;Yes;Yes;Yes;No;No;No;Don t know;Don t know;Maybe;No;Some of them;Some of them;No;No;Don t know;No;Yes
38|-48;M;Europe;No;No;Never;26-100;No;Yes;Don t know;Not sure;Don t know;Don t know;Yes;Don t know;No;No;Some of them;Yes;Yes;Maybe;No;No;No
38|-48;M;North America;No;No;Sometimes;More than 1000;Yes;Yes;Yes;No;Yes;Yes;Yes;Very easy;No;No;Yes;Yes;No;No;Don t know;No;Yes
38|-48;M;North America;NA;No;Never;01/mai;Yes;Yes;No;Yes;No;No;Yes;Don t know;No;No;No;No;No;No;No;No;No
38|-48;M;Europe;Yes;No;Often;jun/25;No;Yes;No;No;No;No;Don t know;Very difficult;Maybe;No;Some of them;No;No;Maybe;No;Yes;Yes
38|-48;M;Europe;No;No;Never;26-100;No;No;No;No;No;No;Don t know;Don t know;Yes;Maybe;No;No;No;No;Don t know;No;No
38|-48;M;North America;No;No;Often;More than 1000;No;Yes;Yes;Not sure;No;No;Don t know;Somewhat easy;No;No;Yes;Yes;No;No;Don t know;No;Yes
38|-48;M;North America;No;Yes;Often;More than 1000;No;Yes;Yes;No;No;Don t know;Don t know;Don t know;Yes;No;Some of them;Some of them;No;Maybe;No;Yes;No
38|-48;F;Europe;No;No;Sometimes;More than 1000;No;Yes;Yes;Yes;No;Yes;Don t know;Don t know;Yes;No;Some of them;Some of them;No;Maybe;No;Yes;Yes
38|-48;M;North America;No;No;Never;26-100;No;Yes;Yes;Yes;Yes;Yes;Yes;Very easy;No;No;Yes;Yes;No;No;Yes;No;No
38|-48;M;North America;No;Yes;Often;26-100;Yes;Yes;Yes;Yes;Yes;Yes;Don t know;Somewhat easy;Yes;No;Some of them;Yes;No;No;No;No;Yes
38|-48;M;North America;No;No;Sometimes;500-1000;No;Yes;Yes;Not sure;Yes;Don t know;Yes;Don t know;Yes;Maybe;Yes;Yes;No;Maybe;Don t know;No;Yes
38|-48;M;North America;No;No;Rarely;More than 1000;Yes;No;Don t know;No;Yes;Yes;Don t know;Don t know;No;No;Some of them;Some of them;No;Maybe;Don t know;No;No
38|-48;F;North America;No;No;NA;More than 1000;Yes;No;No;Yes;No;No;Don t know;Very difficult;Yes;Maybe;No;No;No;Maybe;No;No;No
38|-48;M;Europe;No;No;Sometimes;100-500;No;Yes;No;No;No;No;Don t know;Very easy;No;No;No;Some of them;No;Yes;Yes;No;Yes
38|-48;M;Europe;Yes;No;NA;jun/25;No;Yes;No;No;Yes;No;Yes;Somewhat easy;No;No;Some of them;Yes;Maybe;Maybe;Yes;No;No
38|-48;M;Europe;No;No;Sometimes;500-1000;No;No;Don t know;No;No;No;Don t know;Don t know;Maybe;Maybe;Some of them;Some of them;No;No;Don t know;No;Yes
38|-48;M;North America;No;No;Sometimes;100-500;No;No;Yes;Yes;Yes;Yes;Yes;Very easy;Yes;No;Some of them;Yes;No;Maybe;No;Yes;Yes
38|-48;M;Europe;No;No;Never;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Somewhat easy;No;No;Some of them;Some of them;No;Maybe;Yes;No;Yes
38|-48;M;North America;No;No;NA;26-100;Yes;Yes;Yes;No;No;No;Don t know;Don t know;Yes;Maybe;No;No;No;No;Don t know;No;No
38|-48;F;North America;No;No;Sometimes;26-100;No;Yes;Don t know;Not sure;No;Don t know;Don t know;Don t know;Yes;No;No;No;No;Yes;Don t know;No;No
38|-48;M;North America;No;Yes;Sometimes;500-1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Very difficult;Maybe;No;Some of them;Yes;No;No;Don t know;No;Yes
38|-48;M;North America;No;No;NA;01/mai;Yes;Yes;No;Yes;No;No;Don t know;Very difficult;Maybe;Maybe;Some of them;Yes;Maybe;Maybe;No;No;No
38|-48;M;North America;No;No;NA;More than 1000;Yes;Yes;Don t know;Not sure;Don t know;Don t know;Don t know;Don t know;No;No;Some of them;Yes;No;No;Don t know;No;No
38|-48;M;North America;No;Yes;Sometimes;More than 1000;No;Yes;Yes;No;Yes;Yes;Don t know;Don t know;Maybe;Maybe;Some of them;Yes;Maybe;Maybe;Don t know;Yes;No
38|-48;M;North America;No;Yes;Often;26-100;No;Yes;Yes;Yes;No;No;Yes;Don t know;Yes;No;Some of them;No;No;No;No;No;Yes
38|-48;F;Europe;No;Yes;Rarely;500-1000;Yes;Yes;Don t know;Not sure;No;No;Don t know;Somewhat difficult;Yes;Yes;No;No;No;No;No;Yes;No
38|-48;M;North America;No;No;Rarely;100-500;Yes;Yes;Yes;Yes;No;No;Yes;Very easy;Maybe;No;Some of them;Yes;No;No;Don t know;No;Yes
38|-48;M;North America;No;Yes;Sometimes;jun/25;Yes;Yes;No;Yes;No;No;Yes;Somewhat easy;No;No;Some of them;Yes;Maybe;Yes;Yes;No;Yes
38|-48;M;Europe;Yes;Yes;Sometimes;01/mai;Yes;Yes;No;Yes;Yes;Yes;Yes;Somewhat difficult;No;No;Yes;Yes;No;Maybe;Yes;Yes;Yes
38|-48;M;North America;No;Yes;Sometimes;500-1000;No;Yes;Yes;Yes;No;Don t know;Yes;Very easy;No;No;Some of them;Yes;No;No;Yes;No;Yes
38|-48;F;North America;No;No;Sometimes;jun/25;Yes;Yes;No;No;No;No;Don t know;Don t know;Maybe;Maybe;Some of them;Some of them;No;Maybe;No;No;Yes
38|-48;M;Europe;No;Yes;Sometimes;More than 1000;No;No;No;No;No;No;Yes;Very easy;Maybe;Maybe;Some of them;Yes;Maybe;Maybe;Yes;No;Yes
38|-48;M;North America;No;Yes;Often;26-100;No;No;Don t know;Not sure;No;No;Don t know;Somewhat easy;Yes;No;Some of them;Some of them;No;Maybe;Don t know;No;Yes
38|-48;M;Europe;No;No;NA;More than 1000;No;No;Yes;Not sure;Yes;Don t know;Don t know;Somewhat easy;Maybe;Maybe;No;Some of them;No;No;Yes;No;No
38|-48;M;Europe;No;No;NA;jun/25;Yes;Yes;No;No;No;No;Yes;Don t know;Yes;No;No;No;No;No;Don t know;No;No
38|-48;F;North America;No;No;Sometimes;01/mai;No;Yes;Yes;Yes;No;No;Don t know;Don t know;Maybe;No;Some of them;No;No;Maybe;Yes;No;Yes
38|-48;M;North America;No;Yes;Sometimes;More than 1000;Yes;Yes;Yes;Yes;Yes;Yes;Don t know;Don t know;Yes;Maybe;Some of them;No;No;No;No;Yes;No
38|-48;M;North America;No;No;Sometimes;26-100;No;Yes;No;Yes;No;No;Yes;Very difficult;No;No;Yes;Yes;Yes;Yes;No;No;Yes
38|-48;F;North America;No;No;NA;26-100;No;Yes;Yes;Yes;Yes;Yes;Yes;Somewhat easy;No;No;Some of them;Yes;No;No;Yes;No;No
38|-48;M;North America;No;No;Sometimes;More than 1000;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Don t know;Yes;Maybe;No;No;No;Maybe;No;Yes;Yes
38|-48;F;North America;No;Yes;Rarely;More than 1000;No;No;Yes;No;Don t know;Don t know;Don t know;Somewhat easy;Maybe;Maybe;No;No;No;No;Don t know;No;Yes
38|-48;Outro;North America;No;Yes;Never;More than 1000;No;Yes;Yes;Yes;Yes;Don t know;Yes;Don t know;Yes;Maybe;No;Some of them;No;Maybe;Yes;No;No
38|-48;M;Europe;Yes;Yes;NA;More than 1000;No;Yes;No;No;No;No;No;Don t know;Yes;Maybe;Some of them;No;No;Maybe;No;Yes;No
38|-48;M;North America;No;No;Never;26-100;No;Yes;No;No;No;No;Don t know;Somewhat difficult;No;No;Some of them;Some of them;No;No;No;No;No
38|-48;F;North America;No;No;Never;26-100;No;No;Don t know;Not sure;No;No;Don t know;Somewhat easy;Maybe;Maybe;Yes;Yes;Maybe;Maybe;Don t know;No;No
38|-48;M;Asia;Yes;No;Never;jun/25;No;Yes;No;No;No;No;Yes;Very easy;No;No;Some of them;Yes;Maybe;Maybe;Yes;No;No
38|-48;F;North America;No;Yes;Sometimes;100-500;No;No;Yes;Yes;Yes;Yes;Yes;Don t know;Maybe;No;Some of them;Yes;No;No;Don t know;Yes;Yes
38|-48;F;North America;No;Yes;Sometimes;100-500;No;No;Yes;Not sure;Yes;Don t know;Don t know;Don t know;Yes;Maybe;Some of them;No;No;No;Don t know;No;Yes
38|-48;M;North America;Yes;No;Sometimes;01/mai;Yes;Yes;Don t know;Not sure;No;No;Don t know;Somewhat easy;Yes;Maybe;Some of them;No;No;No;Don t know;No;No
38|-48;M;North America;No;No;Never;100-500;No;Yes;Yes;Not sure;No;Don t know;Don t know;Don t know;Maybe;No;Some of them;Some of them;No;Maybe;Don t know;No;No
38|-48;M;North America;Yes;Yes;Sometimes;01/mai;Yes;Yes;No;Yes;No;No;Yes;Very easy;No;No;Yes;Yes;No;No;Yes;No;Yes
38|-48;M;North America;No;No;Rarely;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Don t know;No;No;Some of them;Some of them;No;Maybe;Don t know;No;No
38|-48;M;North America;No;Yes;Often;500-1000;Yes;Yes;Don t know;Not sure;No;Don t know;Don t know;Don t know;Maybe;Maybe;Some of them;Some of them;No;Yes;Don t know;No;Yes
38|-48;M;North America;No;Yes;Sometimes;More than 1000;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Very difficult;Yes;No;Some of them;Some of them;No;Maybe;Don t know;Yes;Yes
38|-48;M;North America;No;Yes;Sometimes;jun/25;No;Yes;Yes;Yes;Don t know;Don t know;Yes;Very easy;Maybe;No;Some of them;Some of them;No;No;Don t know;No;Yes
38|-48;M;North America;No;Yes;Rarely;jun/25;No;Yes;Don t know;Not sure;No;Don t know;Don t know;Don t know;No;No;Yes;Yes;No;Maybe;Don t know;No;Yes
38|-48;M;North America;No;Yes;Sometimes;01/mai;Yes;Yes;No;No;No;No;Don t know;Don t know;Maybe;Maybe;Some of them;Yes;No;Maybe;No;No;Yes
38|-48;M;North America;No;No;NA;More than 1000;No;No;Yes;Yes;Yes;Yes;Yes;Don t know;Maybe;No;No;Yes;No;No;Don t know;No;No
38|-48;F;North America;No;Yes;Never;100-500;Yes;Yes;Yes;Yes;Yes;No;Don t know;Don t know;Yes;Yes;No;No;No;No;Don t know;No;No
38|-48;M;North America;No;Yes;Sometimes;More than 1000;Yes;No;Yes;Not sure;Yes;Don t know;Don t know;Don t know;Yes;Maybe;Some of them;Some of them;No;Maybe;No;No;No
38|-48;M;North America;No;Yes;Sometimes;More than 1000;Yes;Yes;Yes;Yes;No;Yes;Don t know;Don t know;Yes;No;No;No;No;Maybe;Don t know;No;Yes
38|-48;M;North America;No;Yes;Sometimes;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Don t know;Yes;Yes;No;No;No;Maybe;No;Yes;Yes
38|-48;M;North America;No;Yes;Sometimes;More than 1000;No;Yes;Yes;Not sure;Yes;Don t know;Don t know;Somewhat difficult;Maybe;No;Some of them;Some of them;No;Maybe;Don t know;Yes;Yes
38|-48;M;North America;No;No;NA;More than 1000;No;No;Yes;Not sure;Don t know;Don t know;Don t know;Somewhat easy;Maybe;No;Some of them;Some of them;No;Maybe;Don t know;No;No
38|-48;M;Europe;No;No;Never;100-500;No;Yes;Don t know;Not sure;No;Don t know;Don t know;Very easy;Maybe;No;Yes;Some of them;No;Maybe;Don t know;No;Yes
38|-48;F;North America;No;Yes;Sometimes;26-100;No;Yes;Yes;Yes;No;Yes;Yes;Somewhat easy;No;No;Yes;Yes;No;Maybe;Yes;Yes;Yes
38|-48;M;Asia;Yes;No;Sometimes;01/mai;Yes;Yes;No;Yes;No;No;Don t know;Somewhat easy;No;No;Some of them;Some of them;Maybe;Maybe;Don t know;No;No
38|-48;M;North America;No;Yes;Sometimes;jun/25;No;Yes;Yes;Yes;No;No;Yes;Don t know;Maybe;No;Some of them;No;No;No;Yes;No;Yes
38|-48;M;North America;No;No;Never;More than 1000;No;No;Don t know;No;No;Don t know;Don t know;Don t know;Maybe;No;No;No;No;Yes;Don t know;No;Yes
38|-48;M;North America;No;No;Often;jun/25;Yes;Yes;No;Not sure;No;No;Don t know;Very difficult;Maybe;Maybe;Some of them;Some of them;Maybe;Maybe;Don t know;No;Yes
38|-48;M;North America;No;No;NA;26-100;No;Yes;Yes;Not sure;No;No;Don t know;Very easy;Yes;No;No;Some of them;No;No;Don t know;No;No
38|-48;M;North America;No;No;Rarely;500-1000;Yes;Yes;Yes;Yes;No;Don t know;Don t know;Don t know;Maybe;Maybe;Some of them;No;Maybe;Maybe;No;No;Yes
38|-48;M;North America;No;No;Sometimes;26-100;Yes;Yes;Yes;Yes;Don t know;No;Don t know;Very easy;No;No;Yes;Yes;Yes;Yes;Yes;No;Yes
38|-48;M;North America;No;Yes;Rarely;100-500;Yes;Yes;Yes;Yes;Don t know;Yes;Yes;Somewhat easy;No;No;Some of them;Yes;Maybe;Maybe;Yes;No;Yes
38|-48;M;North America;No;Yes;Often;More than 1000;No;Yes;Yes;No;Yes;Yes;Don t know;Somewhat difficult;Maybe;No;Yes;Some of them;No;Maybe;No;Yes;Yes
38|-48;M;North America;No;No;Never;500-1000;No;Yes;Yes;Not sure;No;Don t know;Don t know;Somewhat easy;No;No;Some of them;Some of them;No;No;Don t know;No;Yes
38|-48;M;North America;No;No;Sometimes;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Don t know;Maybe;No;Some of them;Yes;Maybe;Yes;Yes;Yes;Yes
38|-48;F;North America;No;Yes;Rarely;500-1000;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Very easy;Maybe;Maybe;Some of them;Some of them;No;No;Yes;No;Yes
38|-48;M;North America;No;Yes;Often;More than 1000;No;Yes;Yes;No;No;No;Don t know;Don t know;Maybe;Maybe;Some of them;Some of them;No;No;Don t know;Yes;Yes
38|-48;M;North America;No;Yes;Sometimes;More than 1000;No;Yes;Yes;Not sure;Yes;Yes;Don t know;Don t know;Maybe;No;Some of them;Some of them;No;No;No;No;Yes
38|-48;M;North America;No;Yes;Sometimes;More than 1000;No;Yes;Yes;Yes;No;Yes;Don t know;Don t know;Maybe;No;Some of them;Some of them;No;Maybe;No;No;No
38|-48;M;Europe;No;No;NA;26-100;No;No;Yes;Yes;Yes;Yes;Yes;Don t know;Maybe;Maybe;Some of them;Some of them;No;Yes;No;Yes;No
38|-48;M;North America;No;Yes;Never;500-1000;Yes;No;Don t know;No;No;No;Don t know;Don t know;Maybe;No;No;No;No;No;Don t know;No;No
38|-48;M;North America;Yes;No;Often;01/mai;Yes;No;No;Yes;Yes;Yes;Yes;Very difficult;No;No;Some of them;Some of them;No;No;Yes;Yes;Yes
38|-48;M;North America;No;No;Rarely;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Don t know;Don t know;Maybe;Maybe;Some of them;No;No;No;Yes;Yes;No
38|-48;M;Europe;No;No;Sometimes;More than 1000;No;Yes;Don t know;No;No;No;Don t know;Somewhat difficult;No;No;Yes;Yes;No;No;Yes;No;Yes
38|-48;M;Europe;No;Yes;NA;jun/25;No;Yes;No;No;No;No;Don t know;Somewhat difficult;Maybe;Maybe;Some of them;Some of them;Maybe;Maybe;Don t know;No;No
38|-48;F;Europe;Yes;No;Rarely;01/mai;Yes;Yes;Don t know;Yes;Don t know;Yes;No;Somewhat easy;No;No;Yes;Yes;Yes;Yes;Yes;No;Yes
38|-48;F;North America;No;Yes;Sometimes;26-100;No;Yes;Yes;No;No;Don t know;Don t know;Don t know;Yes;Maybe;No;No;No;No;Don t know;No;Yes
38|-48;F;North America;NA;Yes;Sometimes;100-500;No;Yes;Yes;Yes;No;No;No;Very difficult;Maybe;No;Yes;Yes;No;Maybe;No;No;Yes
38|-48;F;North America;NA;Yes;Sometimes;26-100;No;No;Yes;Yes;No;No;Don t know;Somewhat difficult;Yes;Yes;Yes;Yes;Maybe;Maybe;No;Yes;Yes
38|-48;M;North America;No;Yes;Sometimes;26-100;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Very easy;Maybe;No;Some of them;Some of them;Maybe;Yes;Don t know;No;Yes
38|-48;M;North America;No;No;NA;jun/25;No;Yes;No;Yes;No;No;Don t know;Very difficult;Maybe;No;Yes;Yes;No;Maybe;No;No;No
38|-48;M;North America;No;No;Never;jun/25;Yes;Yes;No;Yes;No;Yes;Don t know;Somewhat easy;No;No;Some of them;Yes;No;No;Yes;No;No
38|-48;M;Oceania;No;No;Never;500-1000;No;Yes;Don t know;Not sure;No;No;Don t know;Don t know;No;No;Some of them;Yes;Maybe;Maybe;Don t know;No;No
38|-48;F;Europe;No;No;Rarely;100-500;Yes;Yes;Yes;Yes;No;No;Yes;Don t know;Yes;No;Some of them;No;No;Maybe;Don t know;No;Yes
38|-48;M;North America;No;No;Never;100-500;No;No;Yes;No;Yes;No;Don t know;Very difficult;Maybe;No;Yes;Yes;Maybe;Yes;No;No;No
38|-48;M;North America;No;No;Often;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Somewhat easy;Maybe;Maybe;Yes;Yes;Maybe;Maybe;Don t know;No;Yes
38|-48;M;North America;Yes;No;Rarely;jun/25;Yes;No;No;Yes;No;No;Don t know;Very easy;No;No;Some of them;Yes;Maybe;Maybe;Yes;No;No
38|-48;M;Europe;No;No;NA;More than 1000;Yes;Yes;Don t know;Not sure;Yes;Yes;Yes;Very easy;No;No;Some of them;No;No;Maybe;Yes;No;No
38|-48;M;North America;No;No;Sometimes;01/mai;Yes;Yes;No;Yes;No;No;Don t know;Somewhat easy;Maybe;No;No;No;No;Maybe;Don t know;No;Yes
38|-48;M;North America;Yes;Yes;Sometimes;jun/25;Yes;No;Yes;Not sure;Don t know;Yes;Don t know;Don t know;Maybe;Maybe;Some of them;No;No;Maybe;Don t know;No;No
38|-48;M;Oceania;No;No;Sometimes;More than 1000;No;No;No;Yes;Don t know;No;Yes;Somewhat difficult;Yes;Maybe;Some of them;Some of them;No;Yes;No;Yes;Yes
38|-48;M;North America;No;No;Often;jun/25;No;Yes;Don t know;No;No;Don t know;Don t know;Don t know;Yes;Maybe;No;No;No;Maybe;Don t know;No;Yes
38|-48;M;North America;No;Yes;Sometimes;jun/25;Yes;Yes;Don t know;No;No;Don t know;Don t know;Don t know;Maybe;No;Some of them;Yes;No;Maybe;Don t know;No;Yes
38|-48;M;North America;No;Yes;Sometimes;jun/25;Yes;Yes;Don t know;No;No;Don t know;Don t know;Don t know;Maybe;Maybe;Some of them;Some of them;No;No;Don t know;No;Yes
38|-48;M;North America;No;No;Rarely;More than 1000;No;No;Don t know;No;No;Don t know;Don t know;Don t know;Maybe;No;Some of them;No;No;Maybe;No;No;No
38|-48;F;North America;No;Yes;Sometimes;26-100;No;No;Yes;Yes;No;No;Don t know;Don t know;Yes;No;Some of them;Some of them;No;Yes;No;No;Yes
38|-48;M;Europe;No;No;Never;26-100;No;Yes;No;Yes;No;No;No;Somewhat difficult;Yes;Yes;Some of them;Some of them;No;No;No;No;No
38|-48;M;North America;No;Yes;Often;More than 1000;Yes;Yes;Yes;Not sure;No;Don t know;Don t know;Very difficult;Yes;Maybe;No;No;No;No;No;No;Yes
38|-48;M;North America;Yes;No;NA;jun/25;Yes;Yes;No;Not sure;No;No;Don t know;Somewhat easy;Maybe;No;Yes;Yes;Yes;Yes;Don t know;No;No
38|-48;M;North America;Yes;Yes;Often;jun/25;Yes;Yes;Yes;Yes;No;No;Yes;Very easy;No;No;Yes;Yes;Maybe;Maybe;Yes;No;Yes
